left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the tide  knocked",it,down.,"The sand castle,The flag",0,"How does the sentence end?

Lions eat zebras because 

OPTIONS: 
-  Lions are predators. 
-  zebras are predators.
Output: Lions are predators.
=======================================
How does the sentence end?

The professor grading the student's paper said that 

OPTIONS: 
-  The professor loved it. 
-  the student loved it.
Output: The professor loved it.
=======================================
How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so 

OPTIONS: 
-  Planet Express can no longer be a threat. 
-  Moms Friendly Delivery Service can no longer be a threat.
Output: Planet Express can no longer be a threat.
=======================================
How does the sentence end?

The Emancipation Proclamation made slavery illegal, but 

OPTIONS: 
-  The Emancipation Proclamation was still practiced. 
-  slavery was still practiced.
Output: slavery was still practiced.
=======================================
How does the sentence end?

This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the tide  knocked

 OPTIONS: 
- The sand castle down.
 - The flag down.
Output: ",the sand castle down,the sand castle down,True,4
"This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the wind  knocked",it,down.,"The sand castle,The flag",1,"How does the sentence end?

Jimbo was running from Bobbert because 

OPTIONS: 
-  Jimbo wanted to get to the car first. 
-  Bobbert wanted to get to the car first.
Output: Jimbo wanted to get to the car first.
=======================================
How does the sentence end?

The squirrels buried the nuts so 

OPTIONS: 
-  The squirrels would not get lost. 
-  the nuts would not get lost.
Output: the nuts would not get lost.
=======================================
How does the sentence end?

The artist told the model that 

OPTIONS: 
-  The artist needed to stand up straighter. 
-  the model needed to stand up straighter.
Output: the model needed to stand up straighter.
=======================================
How does the sentence end?

The striker scored on the goalie because 

OPTIONS: 
-  The striker outran the defenders. 
-  the goalie outran the defenders.
Output: The striker outran the defenders.
=======================================
How does the sentence end?

This morning, Joey built a sand castle on the beach, and put a toy  flag in the highest tower, but this afternoon the wind  knocked

 OPTIONS: 
- The sand castle down.
 - The flag down.
Output: ",the flag down,the flag down,True,4
"Jane knocked on Susan's door, but there was no answer.",She,was disappointed.,"Jane,Susan",0,"How does the sentence end?

He put snow on the smiley face because 

OPTIONS: 
-  snow was wet. 
-  the smiley face was wet.
Output: snow was wet.
=======================================
How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because 

OPTIONS: 
-  Chris wanted to make fun. 
-  Sebastian wanted to make fun.
Output: Sebastian wanted to make fun.
=======================================
How does the sentence end?

John thanked Bill because 

OPTIONS: 
-  John had needed help. 
-  Bill had needed help.
Output: John had needed help.
=======================================
How does the sentence end?

Bill triumphed over John in the boxing ring because 

OPTIONS: 
-  Bill fought cowardly. 
-  John fought cowardly.
Output: John fought cowardly.
=======================================
How does the sentence end?

Jane knocked on Susan's door, but there was no answer.

 OPTIONS: 
- Jane was disappointed.
 - Susan was disappointed.
Output: ",jane was disappointed,jane was disappointed,True,4
"Jane knocked on Susan's door, but there was no answer.",She,was out.,"Jane,Susan",1,"How does the sentence end?

Shawn hit Joe but 

OPTIONS: 
-  Shawn did not apologize. 
-  Joe did not apologize.
Output: Shawn did not apologize.
=======================================
How does the sentence end?

Our professor told the TA that 

OPTIONS: 
-  Our professor could have the day off. 
-  the TA could have the day off.
Output: the TA could have the day off.
=======================================
How does the sentence end?

Chelsea hate Manchester United because 

OPTIONS: 
-  Chelsea are too cocky. 
-  Manchester United are too cocky.
Output: Manchester United are too cocky.
=======================================
How does the sentence end?

Thomas pursued Peter, but 

OPTIONS: 
-  Thomas fell behind. 
-  Peter fell behind.
Output: Thomas fell behind.
=======================================
How does the sentence end?

Jane knocked on Susan's door, but there was no answer.

 OPTIONS: 
- Jane was out.
 - Susan was out.
Output: ",susan was out,susan was out,True,4
"Jane knocked on the door, and Susan answered it.",She,invited her to come out.,"Jane,Susan",0,"How does the sentence end?

Batman caught the thief, and 

OPTIONS: 
-  Batman recovered the stolen diamonds. 
-  the thief recovered the stolen diamonds.
Output: Batman recovered the stolen diamonds.
=======================================
How does the sentence end?

Malachi's program would not run on the computer because 

OPTIONS: 
-  Malachis program was full of bugs. 
-  the computer was full of bugs.
Output: Malachis program was full of bugs.
=======================================
How does the sentence end?

Claudia lost all her money to Valarie because 

OPTIONS: 
-  Claudia is really smart. 
-  Valarie is really smart.
Output: Valarie is really smart.
=======================================
How does the sentence end?

John gave a large sum of money to Bill because 

OPTIONS: 
-  John needed a loan. 
-  Bill needed a loan.
Output: Bill needed a loan.
=======================================
How does the sentence end?

Jane knocked on the door, and Susan answered it.

 OPTIONS: 
- Jane invited her to come out.
 - Susan invited her to come out.
Output: ",susan invited her to come out,jane invited her to come out,False,4
"Jane knocked on the door, and Susan answered it.",She,invited her to come in.,"Jane,Susan",1,"How does the sentence end?

Derrick begged his boss for a raise but 

OPTIONS: 
-  Derrick did not give one. 
-  his boss did not give one.
Output: his boss did not give one.
=======================================
How does the sentence end?

The cat broke the glass because 

OPTIONS: 
-  The cat was clumsy. 
-  the glass was clumsy.
Output: The cat was clumsy.
=======================================
How does the sentence end?

The cougar tried to befriend the rabbit because 

OPTIONS: 
-  The cougar was loved by everybody. 
-  the rabbit was loved by everybody.
Output: the rabbit was loved by everybody.
=======================================
How does the sentence end?

Joe tried to get Tom to wake up, but 

OPTIONS: 
-  Joe wouldn't. 
-  Tom wouldn't.
Output: Tom wouldn't.
=======================================
How does the sentence end?

Jane knocked on the door, and Susan answered it.

 OPTIONS: 
- Jane invited her to come in.
 - Susan invited her to come in.
Output: ",susan invited her to come in,susan invited her to come in,True,4
"Sam took French classes from Adam, because",he,was eager to speak it fluently.,"Sam,Adam",0,"How does the sentence end?

The professor grading the student's paper said that 

OPTIONS: 
-  The professor was stupid. 
-  the student was stupid.
Output: the student was stupid.
=======================================
How does the sentence end?

The zombies chased the survivors because 

OPTIONS: 
-  The zombies were hungry. 
-  the survivors were hungry.
Output: The zombies were hungry.
=======================================
How does the sentence end?

The space marines killed the aliens because 

OPTIONS: 
-  The space marines were ordered to. 
-  the aliens were ordered to.
Output: The space marines were ordered to.
=======================================
How does the sentence end?

Microsoft discontinued plans for the Courier tablet due to the success of the tablets from Apple, so 

OPTIONS: 
-  Microsoft have eliminated another competitor in the tablet market. 
-  Apple have eliminated another competitor in the tablet market.
Output: Apple have eliminated another competitor in the tablet market.
=======================================
How does the sentence end?

Sam took French classes from Adam, because

 OPTIONS: 
- Sam was eager to speak it fluently.
 - Adam was eager to speak it fluently.
Output: ",sam was eager to speak it fluently,sam was eager to speak it fluently,True,4
"Sam took French classes from Adam, because",he,was known to speak it fluently.,"Sam,Adam",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The cabbage was in the freezer and 

OPTIONS: 
-  The cabbage became frozen. 
-  the freezer became frozen.
Output: The cabbage became frozen.
=======================================
How does the sentence end?

John ridiculed Bill because 

OPTIONS: 
-  John acted like a fool. 
-  Bill acted like a fool.
Output: Bill acted like a fool.
=======================================
How does the sentence end?

The military prepared to go to battle with an Amish colony because 

OPTIONS: 
-  The military felt threatened. 
-  an Amish colony felt threatened.
Output: The military felt threatened.
=======================================
How does the sentence end?

Sam took French classes from Adam, because

 OPTIONS: 
- Sam was known to speak it fluently.
 - Adam was known to speak it fluently.
Output: ",adam was known to speak it fluently,adam was known to speak it fluently,True,4
"The path to the lake was blocked, so we couldn't use",it,.,"The path,The lake",0,"How does the sentence end?

Randy went to Nick's store, and bought 

OPTIONS: 
-  Randy groceries. 
-  Nick groceries.
Output: Randy groceries.
=======================================
How does the sentence end?

Michael backed Bill because John asked 

OPTIONS: 
-  Michael to. 
-  Bill to.
Output: Michael to.
=======================================
How does the sentence end?

The gardener watered the owner's rose because 

OPTIONS: 
-  The gardener paid him for that. 
-  the owner paid him for that.
Output: the owner paid him for that.
=======================================
How does the sentence end?

Clinton wanted Obama to run for president because 

OPTIONS: 
-  Clinton could not win. 
-  Obama could not win.
Output: Clinton could not win.
=======================================
How does the sentence end?

The path to the lake was blocked, so we couldn't use

 OPTIONS: 
- The path .
 - The lake .
Output: ",the path,the path,True,4
"The path to the lake was blocked, so we couldn't reach",it,.,"The path,The lake",1,"How does the sentence end?

The boy tried to address his friend, but 

OPTIONS: 
-  The boy could not speak. 
-  his friend could not speak.
Output: The boy could not speak.
=======================================
How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so 

OPTIONS: 
-  Planet Express can eliminate the competition. 
-  Moms Friendly Delivery Service can eliminate the competition.
Output: Moms Friendly Delivery Service can eliminate the competition.
=======================================
How does the sentence end?

Tom likes John because 

OPTIONS: 
-  Tom likes people with cool names. 
-  John likes people with cool names.
Output: Tom likes people with cool names.
=======================================
How does the sentence end?

Gladiators are viewed better than Slaves because 

OPTIONS: 
-  Gladiators live in a life of servitude instead of dying in glory. 
-  Slaves live in a life of servitude instead of dying in glory.
Output: Slaves live in a life of servitude instead of dying in glory.
=======================================
How does the sentence end?

The path to the lake was blocked, so we couldn't reach

 OPTIONS: 
- The path .
 - The lake .
Output: ",the lake,the lake,True,4
"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,",it,was out.,"The sun,The cloud",0,"How does the sentence end?

The bird ate the pie and 

OPTIONS: 
-  The bird died. 
-  the pie died.
Output: The bird died.
=======================================
How does the sentence end?

Olivia tried to counsel Emily, but 

OPTIONS: 
-  Olivia was not interested. 
-  Emily was not interested.
Output: Emily was not interested.
=======================================
How does the sentence end?

Jackie gave Beth a present because it was 

OPTIONS: 
-  Jackie friend's birthday. 
-  Beth friend's birthday.
Output: Jackie friend's birthday.
=======================================
How does the sentence end?

The AirForce is more appealing than the Army, but 

OPTIONS: 
-  The AirForce are just as important. 
-  the Army are just as important.
Output: the Army are just as important.
=======================================
How does the sentence end?

The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,

 OPTIONS: 
- The sun was out.
 - The cloud was out.
Output: ",the sun was out,the sun was out,True,4
"The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,",it,was gone.,"The sun,The cloud",1,"How does the sentence end?

The car hop brought the man his tray, but 

OPTIONS: 
-  The car hop forgot his french fries. 
-  the man forgot his french fries.
Output: The car hop forgot his french fries.
=======================================
How does the sentence end?

Kevin stared at Michael and 

OPTIONS: 
-  Kevin got his attention. 
-  Michael got his attention.
Output: Kevin got his attention.
=======================================
How does the sentence end?

Steve loved Bush but 

OPTIONS: 
-  Steve did not accept. 
-  Bush did not accept.
Output: Bush did not accept.
=======================================
How does the sentence end?

The pilots saved the passengers because 

OPTIONS: 
-  The pilots begged them to. 
-  the passengers begged them to.
Output: the passengers begged them to.
=======================================
How does the sentence end?

The sun was covered by a thick cloud all morning, but luckily, by the time the picnic started,

 OPTIONS: 
- The sun was gone.
 - The cloud was gone.
Output: ",the cloud was gone,the cloud was gone,True,4
"We went to the lake, because a shark had been seen at the ocean beach, so",it,was a safer place to swim.,"The lake,The ocean beach",0,"How does the sentence end?

The golfers waved on the players because 

OPTIONS: 
-  The golfers were waiting. 
-  the players were waiting.
Output: the players were waiting.
=======================================
How does the sentence end?

The computer rejected the password because 

OPTIONS: 
-  The computer was malfunctioning. 
-  the password was malfunctioning.
Output: The computer was malfunctioning.
=======================================
How does the sentence end?

Joy was jealous of Jenny because 

OPTIONS: 
-  Joy was making less money than her. 
-  Jenny was making less money than her.
Output: Joy was making less money than her.
=======================================
How does the sentence end?

Michael asked Jacob to dance because 

OPTIONS: 
-  Michael felt sorry for him. 
-  Jacob felt sorry for him.
Output: Michael felt sorry for him.
=======================================
How does the sentence end?

We went to the lake, because a shark had been seen at the ocean beach, so

 OPTIONS: 
- The lake was a safer place to swim.
 - The ocean beach was a safer place to swim.
Output: ",the lake was a safer place to swim,the lake was a safer place to swim,True,4
"We went to the lake, because a shark had been seen at the ocean beach, so",it,was a dangerous place to swim.,"The lake,The ocean beach",1,"How does the sentence end?

The bus driver yelled at a kid after 

OPTIONS: 
-  The bus driver drove her vehicle. 
-  a kid drove her vehicle.
Output: The bus driver drove her vehicle.
=======================================
How does the sentence end?

Medvedev will cede the presidency to Putin because 

OPTIONS: 
-  Medvedev is less popular. 
-  Putin is less popular.
Output: Medvedev is less popular.
=======================================
How does the sentence end?

The spider ate the fly because 

OPTIONS: 
-  The spider looked tasty. 
-  the fly looked tasty.
Output: the fly looked tasty.
=======================================
How does the sentence end?

The cat looked at the big dog, and 

OPTIONS: 
-  The cat barked menacingly. 
-  the big dog barked menacingly.
Output: the big dog barked menacingly.
=======================================
How does the sentence end?

We went to the lake, because a shark had been seen at the ocean beach, so

 OPTIONS: 
- The lake was a dangerous place to swim.
 - The ocean beach was a dangerous place to swim.
Output: ",the ocean beach was a dangerous place to swim,the ocean beach was a dangerous place to swim,True,4
"Sam tried to paint a picture of shepherds with sheep, but",they,ended up looking more like golfers.,"The shepherds,The sheep",0,"How does the sentence end?

Kevin stared at Michael and 

OPTIONS: 
-  Kevin got his attention. 
-  Michael got his attention.
Output: Kevin got his attention.
=======================================
How does the sentence end?

The other student corrected Robert because 

OPTIONS: 
-  The other student better understood the problem. 
-  Robert better understood the problem.
Output: The other student better understood the problem.
=======================================
How does the sentence end?

Claudia lost all her money to Valarie because 

OPTIONS: 
-  Claudia is stupid. 
-  Valarie is stupid.
Output: Claudia is stupid.
=======================================
How does the sentence end?

John nicked Bill because 

OPTIONS: 
-  John needed money. 
-  Bill needed money.
Output: John needed money.
=======================================
How does the sentence end?

Sam tried to paint a picture of shepherds with sheep, but

 OPTIONS: 
- The shepherds ended up looking more like golfers.
 - The sheep ended up looking more like golfers.
Output: ",the sheep ended up looking more like golfers,the shepherds ended up looking more like golfers,False,4
"Sam tried to paint a picture of shepherds with sheep, but",they,ended up looking more like dogs.,"The shepherds,The sheep",1,"How does the sentence end?

Olivia tried to counsel Emily, but 

OPTIONS: 
-  Olivia was rejected. 
-  Emily was rejected.
Output: Olivia was rejected.
=======================================
How does the sentence end?

The cap fell off the bottle because 

OPTIONS: 
-  The cap was untwisted. 
-  the bottle was untwisted.
Output: The cap was untwisted.
=======================================
How does the sentence end?

A biker sped past an officer and 

OPTIONS: 
-  A biker turned on his siren. 
-  an officer turned on his siren.
Output: an officer turned on his siren.
=======================================
How does the sentence end?

Adam defeated Brandon in a fight because 

OPTIONS: 
-  Adam was weaker. 
-  Brandon was weaker.
Output: Brandon was weaker.
=======================================
How does the sentence end?

Sam tried to paint a picture of shepherds with sheep, but

 OPTIONS: 
- The shepherds ended up looking more like dogs.
 - The sheep ended up looking more like dogs.
Output: ",the sheep ended up looking more like dogs,the sheep ended up looking more like dogs,True,4
"Mary tucked her daughter Anne into bed, so that",she,could work.,"Mary,Mary's daughter",0,"How does the sentence end?

Mary cleaned Susan's room and 

OPTIONS: 
-  Mary asked a favor. 
-  Susan asked a favor.
Output: Mary asked a favor.
=======================================
How does the sentence end?

The car hop brought the man his tray, but 

OPTIONS: 
-  The car hop was not in the car. 
-  the man was not in the car.
Output: the man was not in the car.
=======================================
How does the sentence end?

The glass hit the floor and 

OPTIONS: 
-  The glass broke. 
-  the floor broke.
Output: The glass broke.
=======================================
How does the sentence end?

Tim gave Marlo a pat on the back because 

OPTIONS: 
-  Tim looked sad. 
-  Marlo looked sad.
Output: Marlo looked sad.
=======================================
How does the sentence end?

Mary tucked her daughter Anne into bed, so that

 OPTIONS: 
- Mary could work.
 - Mary's daughter could work.
Output: ",mary could work,mary could work,True,4
"Mary tucked her daughter Anne into bed, so that",she,could sleep.,"Mary,Mary's daughter",1,"How does the sentence end?

The students fell asleep during the professor's lectures because 

OPTIONS: 
-  The students were boring. 
-  the professors lectures were boring.
Output: the professors lectures were boring.
=======================================
How does the sentence end?

The grandmother threw her granddaughter to her death because 

OPTIONS: 
-  The grandmother felt jealous. 
-  her granddaughter felt jealous.
Output: The grandmother felt jealous.
=======================================
How does the sentence end?

Mary lied to Sue and 

OPTIONS: 
-  Mary slapped her. 
-  Sue slapped her.
Output: Sue slapped her.
=======================================
How does the sentence end?

The man gave the beggar some money because 

OPTIONS: 
-  The man was too persistent. 
-  the beggar was too persistent.
Output: the beggar was too persistent.
=======================================
How does the sentence end?

Mary tucked her daughter Anne into bed, so that

 OPTIONS: 
- Mary could sleep.
 - Mary's daughter could sleep.
Output: ",marys daughter could sleep,marys daughter could sleep,True,4
"Fred and Alice had very warm down coats, but",they,were not prepared for the cold in Alaska.,"Fred and Alice,coats",0,"How does the sentence end?

When Debbie splashed Tina, 

OPTIONS: 
-  Debbie got in trouble. 
-  Tina got in trouble.
Output: Debbie got in trouble.
=======================================
How does the sentence end?

The cat looked at the big dog, and 

OPTIONS: 
-  The cat barked menacingly. 
-  the big dog barked menacingly.
Output: the big dog barked menacingly.
=======================================
How does the sentence end?

Our professor told the TA that 

OPTIONS: 
-  Our professor needed his help. 
-  the TA needed his help.
Output: Our professor needed his help.
=======================================
How does the sentence end?

The government officials publicly apologized to the people because 

OPTIONS: 
-  The government officials were forced to. 
-  the people were forced to.
Output: The government officials were forced to.
=======================================
How does the sentence end?

Fred and Alice had very warm down coats, but

 OPTIONS: 
- Fred and Alice were not prepared for the cold in Alaska.
 - coats were not prepared for the cold in Alaska.
Output: ",fred and alice were not prepared for the cold in alaska,fred and alice were not prepared for the cold in alaska,True,4
"Fred and Alice had very warm down coats, but",they,were not enough for the cold in Alaska.,"Fred and Alice,coats",1,"How does the sentence end?

Jimbo was running from Bobbert because 

OPTIONS: 
-  Jimbo smelled awful. 
-  Bobbert smelled awful.
Output: Bobbert smelled awful.
=======================================
How does the sentence end?

Steve scratched Johnny because 

OPTIONS: 
-  Steve was angry. 
-  Johnny was angry.
Output: Steve was angry.
=======================================
How does the sentence end?

Bill triumphed over John in the boxing ring because 

OPTIONS: 
-  Bill fought cowardly. 
-  John fought cowardly.
Output: John fought cowardly.
=======================================
How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because 

OPTIONS: 
-  The government have to work. 
-  the people have to work.
Output: the people have to work.
=======================================
How does the sentence end?

Fred and Alice had very warm down coats, but

 OPTIONS: 
- Fred and Alice were not enough for the cold in Alaska.
 - coats were not enough for the cold in Alaska.
Output: ",coats were not enough for the cold in alaska,coats were not enough for the cold in alaska,True,4
Thomson visited Cooper's grave in 1765. At that date,he,had been travelling for five years.,"Thomson,Cooper",0,"How does the sentence end?

Jacob gave William money because 

OPTIONS: 
-  Jacob needed some. 
-  William needed some.
Output: William needed some.
=======================================
How does the sentence end?

The professor highly recommends the student because 

OPTIONS: 
-  The professor appreciates an inquisitive mind. 
-  the student appreciates an inquisitive mind.
Output: The professor appreciates an inquisitive mind.
=======================================
How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because 

OPTIONS: 
-  The government have to work. 
-  the people have to work.
Output: the people have to work.
=======================================
How does the sentence end?

Jim pooped on Jack and 

OPTIONS: 
-  Jack vomited. 
-  Jim vomited.
Output: Jack vomited.
=======================================
How does the sentence end?

Thomson visited Cooper's grave in 1765. At that date

 OPTIONS: 
- Thomson had been travelling for five years.
 - Cooper had been travelling for five years.
Output: ",thomson had been travelling for five years,thomson had been travelling for five years,True,4
Thomson visited Cooper's grave in 1765. At that date,he,had been dead for five years.,"Thomson,Cooper",1,"How does the sentence end?

Kurt flew in Alex's plane, and 

OPTIONS: 
-  Kurt asked him to come again. 
-  Alex asked him to come again.
Output: Alex asked him to come again.
=======================================
How does the sentence end?

Gartok defeated Grognak because 

OPTIONS: 
-  Gartok was puny and weak. 
-  Grognak was puny and weak.
Output: Grognak was puny and weak.
=======================================
How does the sentence end?

The kids asked their neighbors if 

OPTIONS: 
-  The kids could have candy on Halloween. 
-  their neighbors could have candy on Halloween.
Output: The kids could have candy on Halloween.
=======================================
How does the sentence end?

Jean is making fun of Kyle because 

OPTIONS: 
-  Jean lost. 
-  Kyle lost.
Output: Kyle lost.
=======================================
How does the sentence end?

Thomson visited Cooper's grave in 1765. At that date

 OPTIONS: 
- Thomson had been dead for five years.
 - Cooper had been dead for five years.
Output: ",cooper had been dead for five years,cooper had been dead for five years,True,4
"Jackson was greatly influenced by Arnold, though",he,lived two centuries later.,"Jackson,Arnold",0,"How does the sentence end?

He put snow on the smiley face because 

OPTIONS: 
-  snow was wet. 
-  the smiley face was wet.
Output: snow was wet.
=======================================
How does the sentence end?

The ball broke the window because 

OPTIONS: 
-  The ball was fragile. 
-  the window was fragile.
Output: the window was fragile.
=======================================
How does the sentence end?

John hit Carl and 

OPTIONS: 
-  John did not like it. 
-  Carl did not like it.
Output: Carl did not like it.
=======================================
How does the sentence end?

John kicked Bill because 

OPTIONS: 
-  John was angry. 
-  Bill was angry.
Output: John was angry.
=======================================
How does the sentence end?

Jackson was greatly influenced by Arnold, though

 OPTIONS: 
- Jackson lived two centuries later.
 - Arnold lived two centuries later.
Output: ",jackson lived two centuries later,jackson lived two centuries later,True,4
"Jackson was greatly influenced by Arnold, though",he,lived two centuries earlier.,"Jackson,Arnold",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

The magician pulled a rabbit out of 

OPTIONS: 
-  The magician cage. 
-  a rabbit cage.
Output: a rabbit cage.
=======================================
How does the sentence end?

The police officer chased the thief because 

OPTIONS: 
-  The police officer was protecting the bank. 
-  the thief was protecting the bank.
Output: The police officer was protecting the bank.
=======================================
How does the sentence end?

John remembered Bill because 

OPTIONS: 
-  John had had been thinking about wicker chairs. 
-  Bill had had been thinking about wicker chairs.
Output: John had had been thinking about wicker chairs.
=======================================
How does the sentence end?

Jackson was greatly influenced by Arnold, though

 OPTIONS: 
- Jackson lived two centuries earlier.
 - Arnold lived two centuries earlier.
Output: ",arnold lived two centuries earlier,arnold lived two centuries earlier,True,4
I can't cut that tree down with that axe;,it,is too thick.,"The tree,The axe",0,"How does the sentence end?

The teacher told the student that 

OPTIONS: 
-  The teacher expected something better from him. 
-  the student expected something better from him.
Output: The teacher expected something better from him.
=======================================
How does the sentence end?

Sega lost to Nintendo because 

OPTIONS: 
-  Sega were inferior. 
-  Nintendo were inferior.
Output: Sega were inferior.
=======================================
How does the sentence end?

Paul made fun of Henry since 

OPTIONS: 
-  Paul knew everyone else did. 
-  Henry knew everyone else did.
Output: Paul knew everyone else did.
=======================================
How does the sentence end?

Bush beat Gore because 

OPTIONS: 
-  Bush was unpopular. 
-  Gore was unpopular.
Output: Gore was unpopular.
=======================================
How does the sentence end?

I can't cut that tree down with that axe;

 OPTIONS: 
- The tree is too thick.
 - The axe is too thick.
Output: ",the tree is too thick,the tree is too thick,True,4
I can't cut that tree down with that axe;,it,is too small.,"The tree,The axe",1,"How does the sentence end?

Robert fired Chris because 

OPTIONS: 
-  Robert couldn't do the job. 
-  Chris couldn't do the job.
Output: Chris couldn't do the job.
=======================================
How does the sentence end?

The lion bit the gazelle because 

OPTIONS: 
-  The lion had sharp teeth. 
-  the gazelle had sharp teeth.
Output: The lion had sharp teeth.
=======================================
How does the sentence end?

The employees crushed the boxes because 

OPTIONS: 
-  The employees were working. 
-  the boxes were working.
Output: The employees were working.
=======================================
How does the sentence end?

T-Mobile's data plan is better than AT&T's data plan since 

OPTIONS: 
-  TMobile does not cap data usage. 
-  ATT does not cap data usage.
Output: TMobile does not cap data usage.
=======================================
How does the sentence end?

I can't cut that tree down with that axe;

 OPTIONS: 
- The tree is too small.
 - The axe is too small.
Output: ",the axe is too small,the axe is too small,True,4
The foxes are getting in at night and attacking the chickens. I shall have to kill,them,.,"The foxes,The chickens",0,"How does the sentence end?

The food in the refrigerator went bad because 

OPTIONS: 
-  The food was past the expiration date. 
-  the refrigerator was past the expiration date.
Output: The food was past the expiration date.
=======================================
How does the sentence end?

Anna tucked Olivia into bed because 

OPTIONS: 
-  Anna fell asleep on the couch. 
-  Olivia fell asleep on the couch.
Output: Olivia fell asleep on the couch.
=======================================
How does the sentence end?

Mike tried to follow Tom but 

OPTIONS: 
-  Mike was hard to see. 
-  Tom was hard to see.
Output: Tom was hard to see.
=======================================
How does the sentence end?

The children egged the neighbors because 

OPTIONS: 
-  The children had no dignity. 
-  the neighbors had no dignity.
Output: The children had no dignity.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens. I shall have to kill

 OPTIONS: 
- The foxes .
 - The chickens .
Output: ",the foxes,the foxes,True,4
The foxes are getting in at night and attacking the chickens. I shall have to guard,them,.,"The foxes,The chickens",1,"How does the sentence end?

The bee landed on the flower because 

OPTIONS: 
-  The bee wanted pollen. 
-  the flower wanted pollen.
Output: The bee wanted pollen.
=======================================
How does the sentence end?

Paper beats rock, but 

OPTIONS: 
-  Paper is beaten by scissors. 
-  rock is beaten by scissors.
Output: Paper is beaten by scissors.
=======================================
How does the sentence end?

John tricked Bill because 

OPTIONS: 
-  John was slow
- witted. 
Output: Bill was slow-witted.
=======================================
How does the sentence end?

The cops maced the protesters because 

OPTIONS: 
-  The cops do not blindly follow orders. 
-  the protesters do not blindly follow orders.
Output: the protesters do not blindly follow orders.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens. I shall have to guard

 OPTIONS: 
- The foxes .
 - The chickens .
Output: ",the chickens,the chickens,True,4
The foxes are getting in at night and attacking the chickens.,They,have gotten very bold.,"The foxes,The chickens",0,"How does the sentence end?

Jack pushed John up the hill because 

OPTIONS: 
-  Jack was in a wheelbarrow. 
-  John was in a wheelbarrow.
Output: John was in a wheelbarrow.
=======================================
How does the sentence end?

The environmentalists were angry at the corporation because 

OPTIONS: 
-  The environmentalists saw them polluting the creek. 
-  the corporation saw them polluting the creek.
Output: The environmentalists saw them polluting the creek.
=======================================
How does the sentence end?

Batman caught the thief, and 

OPTIONS: 
-  Batman plead innocence. 
-  the thief plead innocence.
Output: the thief plead innocence.
=======================================
How does the sentence end?

Joe slapped Jose in the face because 

OPTIONS: 
-  Joe cussed him out. 
-  Jose cussed him out.
Output: Jose cussed him out.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens.

 OPTIONS: 
- The foxes have gotten very bold.
 - The chickens have gotten very bold.
Output: ",the foxes have gotten very bold,the foxes have gotten very bold,True,4
The foxes are getting in at night and attacking the chickens.,They,have gotten very nervous.,"The foxes,The chickens",1,"How does the sentence end?

Keith fired Blaine even though 

OPTIONS: 
-  Keith is diligent. 
-  Blaine is diligent.
Output: Blaine is diligent.
=======================================
How does the sentence end?

Medvedev will cede the presidency to Putin because 

OPTIONS: 
-  Medvedev is less popular. 
-  Putin is less popular.
Output: Medvedev is less popular.
=======================================
How does the sentence end?

The teachers failed the students because 

OPTIONS: 
-  The teachers answered the test incorrectly. 
-  the students answered the test incorrectly.
Output: the students answered the test incorrectly.
=======================================
How does the sentence end?

Lemuel painted Jim a piece of art since 

OPTIONS: 
-  Lemuel knew how. 
-  Jim knew how.
Output: Lemuel knew how.
=======================================
How does the sentence end?

The foxes are getting in at night and attacking the chickens.

 OPTIONS: 
- The foxes have gotten very nervous.
 - The chickens have gotten very nervous.
Output: ",the chickens have gotten very nervous,the chickens have gotten very nervous,True,4
