,test_sentence,score_wise_sentence
229,Bill passed the gameboy to John because his turn was next.,"Shawn hit Joe but OPTIONS: - Shawn did not scream. - Joe did not scream.[OUT]Joe did not scream.[SEP]Zidane headbutted Zambrotta because OPTIONS: - Zidane was being insulting. - Zambrotta was being insulting.[OUT]Zambrotta was being insulting.[SEP]The music player did not open the file because OPTIONS: - The music player was in the wrong format. - the file was in the wrong format.[OUT]the file was in the wrong format.[SEP]Emily asked Anna to stir the pot, but OPTIONS: - Emily did not do it. - Anna did not do it.[OUT]Anna did not do it.[SEP]Hitler conquered Alex in the war because everybody supported OPTIONS: - Hitler . - Alex .[OUT]Hitler .[SEP]John picked Bill because OPTIONS: - John was in need of talent. - Bill was in need of talent.[OUT]John was in need of talent.[SEP]Ryan won the presidency against Tom because OPTIONS: - Ryan was not fit for office. - Tom was not fit for office.[OUT]Tom was not fit for office.[SEP]Hulu has had tremendous growth of subscribers over traditional cable provider Dish Network since OPTIONS: - Hulu are charging too much for their plan. - Dish Network are charging too much for their plan.[OUT]Dish Network are charging too much for their plan.[SEP]Jackie Chan learned some things from watching Bruce Lee because OPTIONS: - Jackie Chan was a popular kung fu actor in the past. - Bruce Lee was a popular kung fu actor in the past.[OUT]Jackie Chan was a popular kung fu actor in the past.[SEP]Prince Goro lectured Cano about the greatness of the emperor, because OPTIONS: - Prince Goro was ignorant on realizing how powerful  - Cano was ignorant on realizing how powerful [OUT]Cano was ignorant on realizing how powerful [SEP]"
230,The man lifted the boy onto his shoulders.,Derrick begged his boss for a raise but OPTIONS: - Derrick did not get one. - his boss did not get one.[OUT]Derrick did not get one.[SEP]Derrick begged his boss for a raise but OPTIONS: - Derrick did not give one. - his boss did not give one.[OUT]his boss did not give one.[SEP]Robert fired Chris because OPTIONS: - Robert couldn't do the job. - Chris couldn't do the job.[OUT]Chris couldn't do the job.[SEP]Sherry called Karla but OPTIONS: - Sherry did not answer. - Karla did not answer.[OUT]Karla did not answer.[SEP]John ridiculed Bill because OPTIONS: - John liked to look down upon others. - Bill liked to look down upon others.[OUT]John liked to look down upon others.[SEP]The music player did not open the file because OPTIONS: - The music player did not play that format. - the file did not play that format.[OUT]The music player did not play that format.[SEP]The poor steal from the rich because OPTIONS: - The poor need more money. - the rich need more money.[OUT]The poor need more money.[SEP]Jennifer Aniston does not like Angelina Jolie because OPTIONS: - Jennifer Aniston stole her boyfriend. - Angelina Jolie stole her boyfriend.[OUT]Angelina Jolie stole her boyfriend.[SEP]Gladiators are viewed better than Slaves because OPTIONS: - Gladiators live in a life of servitude instead of dying in glory. - Slaves live in a life of servitude instead of dying in glory.[OUT]Slaves live in a life of servitude instead of dying in glory.[SEP]Males always outnumber females at Comic Con since OPTIONS: - Males are generally more interested in games and comics. - females are generally more interested in games and comics.[OUT]Males are generally more interested in games and comics.[SEP]
231,The man lifted the boy onto his bunk bed.,"The youth outran the old man because OPTIONS: - The youth was in shape. - the old man was in shape.[OUT]The youth was in shape.[SEP]The youth outran the old man because OPTIONS: - The youth broke his hip. - the old man broke his hip.[OUT]the old man broke his hip.[SEP]Jack pushed John up the hill because OPTIONS: - Jack was in a wheelbarrow. - John was in a wheelbarrow.[OUT]John was in a wheelbarrow.[SEP]Bob cooked omelets for Jack, because OPTIONS: - Bob knew how. - Jack knew how.[OUT]Bob knew how.[SEP]Bank of America had to charge their members checking fees unlike Chase since OPTIONS: - Bank of America are not struggling in the current economy. - Chase are not struggling in the current economy.[OUT]Chase are not struggling in the current economy.[SEP]Channel 6 news team gave a play by play coverage of the escaped convicts because OPTIONS: - Channel 6 news team needed to report the news. - the escaped convicts needed to report the news.[OUT]Channel 6 news team needed to report the news.[SEP]Apple indicated that the Siri program would not be available for previous IPhones, but OPTIONS: - Apple were proven wrong when hackers were successful. - previous IPhones were proven wrong when hackers were successful.[OUT]Apple were proven wrong when hackers were successful.[SEP]Kenmore is known for making superb appliances which is sold at Sears since OPTIONS: - Kenmore constantly leave customers happy with their high quality brand. - Sears constantly leave customers happy with their high quality brand.[OUT]Kenmore constantly leave customers happy with their high quality brand.[SEP]Retail stores have been trying to pass an internet tax on online retailers for the past few years, but OPTIONS: - Retail stores are adamant on fighting against this regulation  - online retailers are adamant on fighting against this regulation [OUT]online retailers are adamant on fighting against this regulation [SEP]Sue visited Nadia for dinner because OPTIONS: - Sue invited her. - Nadia invited her.[OUT]Nadia invited her.[SEP]"
232,"Stretching her back, the woman smiled at the girl.","The hippo ate the food the trainer brought when OPTIONS: - The hippo put it in the trough. - the trainer put it in the trough.[OUT]the trainer put it in the trough.[SEP]The cat looked at the big dog, and OPTIONS: - The cat was terrified. - the big dog was terrified.[OUT]The cat was terrified.[SEP]Kyle beat Mark in the race because OPTIONS: - Kyle was the fastest kid in school. - Mark was the fastest kid in school.[OUT]Kyle was the fastest kid in school.[SEP]John hit Carl and OPTIONS: - John hit back. - Carl hit back.[OUT]John hit back.[SEP]Gladiators are viewed better than Slaves because OPTIONS: - Gladiators fight to the death in the arena. - Slaves fight to the death in the arena.[OUT]Gladiators fight to the death in the arena.[SEP]The Board of Directors fired the management from the company since OPTIONS: - The Board of Directors were not managing the company well. - the management were not managing the company well.[OUT]the management were not managing the company well.[SEP]Master Wong had to come to the defense of his pupil, Lun-Xiu, since OPTIONS: - Master Wong managed to anger numerous thugs. - LunXiu managed to anger numerous thugs.[OUT]LunXiu managed to anger numerous thugs.[SEP]Mike cut his finger while watching Chef Michaels on TV, but OPTIONS: - Mike can sometimes be a distraction from fellow cooks watching him on TV. - Chef Michaels can sometimes be a distraction from fellow cooks watching him on TV.[OUT]Chef Michaels can sometimes be a distraction from fellow cooks watching him on TV.[SEP]The Starbuck employees make all the drinks on the spot for morning customers because OPTIONS: - The Starbuck employees want them to return to purchase more of their products. - morning customers want them to return to purchase more of their products.[OUT]The Starbuck employees want them to return to purchase more of their products.[SEP]The Saudi government beheaded eight Bangladeshis because OPTIONS: - The Saudi government killed the Egyptian guard. - eight Bangladeshis killed the Egyptian guard.[OUT]eight Bangladeshis killed the Egyptian guard.[SEP]"
233,"Patting her back, the woman smiled at the girl.","Aaron kissed Dan because OPTIONS: - Aaron wanted him to. - Dan wanted him to.[OUT]Dan wanted him to.[SEP]Jacob gave William money because OPTIONS: - Jacob sold the car. - William sold the car.[OUT]Jacob sold the car.[SEP]Bill was robbed by John, so the officer helped OPTIONS: - Bill . - John .[OUT]Bill .[SEP]The zombies chased the survivors because OPTIONS: - The zombies were tasty. - the survivors were tasty.[OUT]the survivors were tasty.[SEP]The museum curator looked at the patron and said OPTIONS: - The museum curator should leave. - the patron should leave.[OUT]the patron should leave.[SEP]God created Adam for good but OPTIONS: - God could not control his creation. - Adam could not control his creation.[OUT]God could not control his creation.[SEP]Jennifer Aniston does not like Angelina Jolie because OPTIONS: - Jennifer Aniston is jealous of her relationship. - Angelina Jolie is jealous of her relationship.[OUT]Jennifer Aniston is jealous of her relationship.[SEP]Morpheous believed Neo was ""the one"", because OPTIONS: - Morpheous was fortold by the Oracle this would happen. - Neo was fortold by the Oracle this would happen.[OUT]Morpheous was fortold by the Oracle this would happen.[SEP]The parents grounded the children since OPTIONS: - The parents demanded obedience. - the children demanded obedience.[OUT]The parents demanded obedience.[SEP]Jack pays more for the things Jim gets for nothing, because OPTIONS: - Jack had it available. - Jim had it available.[OUT]Jim had it available.[SEP]"
234,Billy cried because Toby wouldn't accept his toy.,"The boy ran from the cop because OPTIONS: - The boy saw the crime. - the cop saw the crime.[OUT]the cop saw the crime.[SEP]The teacher told the student that OPTIONS: - The teacher expected something better from him. - the student expected something better from him.[OUT]The teacher expected something better from him.[SEP]The cow ran into the fence and OPTIONS: - The cow broke. - the fence broke.[OUT]the fence broke.[SEP]The cow ran into the fence and OPTIONS: - The cow got hurt. - the fence got hurt.[OUT]The cow got hurt.[SEP]The computer could not run the program because OPTIONS: - The computer did not have enough memory. - the program did not have enough memory.[OUT]The computer did not have enough memory.[SEP]The authorities detained the hikers because OPTIONS: - The authorities were trespassing. - the hikers were trespassing.[OUT]the hikers were trespassing.[SEP]The bartenders threw ice at the Jersey Shore cast because OPTIONS: - The bartenders were not wanted in the club. - the Jersey Shore cast were not wanted in the club.[OUT]the Jersey Shore cast were not wanted in the club.[SEP]Merchant Smith purchased the trophy from Knight Louis because OPTIONS: - Merchant Smith desperately needed the money. - Knight Louis desperately needed the money.[OUT]Knight Louis desperately needed the money.[SEP]Positive SSL sells wildcard certificates to Web hosting companies, but OPTIONS: - Positive SSL have multiple options to purchase certificates from. - Web hosting companies have multiple options to purchase certificates from.[OUT]Web hosting companies have multiple options to purchase certificates from.[SEP]Jack is an optimist, and Adam is a pessimist, then OPTIONS: - Jack looks at the cup half empty. - Adam looks at the cup half empty.[OUT]Adam looks at the cup half empty.[SEP]"
235,Billy cried because Toby wouldn't share his toy.,"The professor grading the student's paper said that OPTIONS: - The professor was stupid. - the student was stupid.[OUT]the student was stupid.[SEP]Derrick begged his boss for a raise but OPTIONS: - Derrick did not get one. - his boss did not get one.[OUT]Derrick did not get one.[SEP]Jack pushed John up the hill because OPTIONS: - Jack was in a wheelbarrow. - John was in a wheelbarrow.[OUT]John was in a wheelbarrow.[SEP]Burt installed Joey's software, and OPTIONS: - Burt was appreciative. - Joey was appreciative.[OUT]Joey was appreciative.[SEP]The counselor gave the student advice because OPTIONS: - The counselor feels obligated to help him. - the student feels obligated to help him.[OUT]The counselor feels obligated to help him.[SEP]Frosted Flakes is tastier than Fiber One because OPTIONS: - Frosted Flakes use frosting on the cereal. - Fiber One use frosting on the cereal.[OUT]Frosted Flakes use frosting on the cereal.[SEP]The NFL generates obscene amounts of revenue compared to the MLB, because OPTIONS: - The NFL are the most watched sport in the US. - the MLB are the most watched sport in the US.[OUT]The NFL are the most watched sport in the US.[SEP]The management always favor the employees who are always on time, but OPTIONS: - The management need to factor in other factors to determine their performance as well. - the employees need to factor in other factors to determine their performance as well.[OUT]The management need to factor in other factors to determine their performance as well.[SEP]Jack pays more for the things Jim gets for nothing, because OPTIONS: - Jack was desperate. - Jim was desperate.[OUT]Jack was desperate.[SEP]Jack killed John, but OPTIONS: - Jack was not the only victim. - John was not the only victim.[OUT]John was not the only victim.[SEP]"
236,"Lily spoke to Donna, breaking her silence.","The coach criticized the player because OPTIONS: - The coach explicitly told everyone not to break the team's formation. - the player explicitly told everyone not to break the team's formation.[OUT]The coach explicitly told everyone not to break the team's formation.[SEP]The academic clubs lost their members because OPTIONS: - The academic clubs did not have free time. - their members did not have free time.[OUT]their members did not have free time.[SEP]John disliked Bill, but OPTIONS: - John did not know. - Bill did not know.[OUT]Bill did not know.[SEP]Jim pooped on Jack and OPTIONS: - Jack laughed. - Jim laughed.[OUT]Jim laughed.[SEP]The boy laughed at his friend because OPTIONS: - The boy heard the joke. - his friend heard the joke.[OUT]The boy heard the joke.[SEP]Stacy lied about partying to her mom, but OPTIONS: - Stacy feared that  - her mom feared that [OUT]Stacy feared that [SEP]Modern Warfare has big expectations to live up to due to the successful release of Battlefield 3 since OPTIONS: - Modern Warfare need to pull fans to their game instead. - Battlefield 3 need to pull fans to their game instead.[OUT]Modern Warfare need to pull fans to their game instead.[SEP]Entertainmart has to win over the consumers with their low prices, or OPTIONS: - Entertainmart will most likely go out of business. - the consumers will most likely go out of business.[OUT]Entertainmart will most likely go out of business.[SEP]AOL finally had their CEO step down to respect the wishes of the stakeholders since OPTIONS: - AOL have votes to decide the direction of the company. - the stakeholders have votes to decide the direction of the company.[OUT]the stakeholders have votes to decide the direction of the company.[SEP]Professors do a lot for students, but OPTIONS: - Professors are rarely respected. - students are rarely respected.[OUT]Professors are rarely respected.[SEP]"
237,"Lily spoke to Donna, breaking her concentration.","The doctor told Susan that OPTIONS: - The doctor had cancer. - Susan had cancer.[OUT]Susan had cancer.[SEP]Derrick begged his boss for a raise but OPTIONS: - Derrick did not get one. - his boss did not get one.[OUT]Derrick did not get one.[SEP]The professor highly recommends the student because OPTIONS: - The professor appreciates an inquisitive mind. - the student appreciates an inquisitive mind.[OUT]The professor appreciates an inquisitive mind.[SEP]Jerrica saw the guard as OPTIONS: - Jerrica marched past. - the guard marched past.[OUT]the guard marched past.[SEP]The advisor told the President that OPTIONS: - The advisor should declare war. - the President should declare war.[OUT]the President should declare war.[SEP]Merchant Smith purchased the trophy from Knight Louis because OPTIONS: - Merchant Smith desperately needed the money. - Knight Louis desperately needed the money.[OUT]Knight Louis desperately needed the money.[SEP]Entertainmart has to win over the consumers with their low prices, or OPTIONS: - Entertainmart will most likely go out of business. - the consumers will most likely go out of business.[OUT]Entertainmart will most likely go out of business.[SEP]Angelina Jolie played the role of the mother of Grendell, since OPTIONS: - Angelina Jolie looked the best for the role. - the mother of Grendell looked the best for the role.[OUT]Angelina Jolie looked the best for the role.[SEP]Gun instructors provide the best tips and practices to keep their students safe from firearm usage since OPTIONS: - Gun instructors have years of experience from handling guns in their lifetime. - their students have years of experience from handling guns in their lifetime.[OUT]Gun instructors have years of experience from handling guns in their lifetime.[SEP]Kim offered mushrooms to Laura, because OPTIONS: - Kim had too many of them. - Laura had too many of them.[OUT]Kim had too many of them.[SEP]"
238,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a sympathetic look.","Right after work Angelina took Sandy to the park because OPTIONS: - Angelina knew the place. - Sandy knew the place.[OUT]Angelina knew the place.[SEP]John kicked Bill because OPTIONS: - John was angry. - Bill was angry.[OUT]John was angry.[SEP]I think the referee treats Vick like a running back because OPTIONS: - the referee does not understand the game. - Vick does not understand the game.[OUT]the referee does not understand the game.[SEP]The mother encouraged her daughter to sing a difficult song so OPTIONS: - The mother could see her become better. - her daughter could see her become better.[OUT]The mother could see her become better.[SEP]The poor steal from the rich because OPTIONS: - The poor need more money. - the rich need more money.[OUT]The poor need more money.[SEP]Jackie Chan learned some things from watching Bruce Lee because OPTIONS: - Jackie Chan was a popular kung fu actor in the past. - Bruce Lee was a popular kung fu actor in the past.[OUT]Jackie Chan was a popular kung fu actor in the past.[SEP]Knight Commander Roddick was plagued by a vision of his dead son, so OPTIONS: - Knight Commander Roddick became crazy from being reminded constantly. - his dead son became crazy from being reminded constantly.[OUT]Knight Commander Roddick became crazy from being reminded constantly.[SEP]Sharon was not able to share her supplies with Molly because OPTIONS: - Sharon did not have enough to spare. - Molly did not have enough to spare.[OUT]Sharon did not have enough to spare.[SEP]When Sue went to Nadia's home for dinner, OPTIONS: - Sue served sukiyaki au gratin. - Nadia served sukiyaki au gratin.[OUT]Sue served sukiyaki au gratin.[SEP]"
239,"When Tommy dropped his ice cream, Timmy giggled, so father gave him a stern look.","When Debbie splashed Tina, OPTIONS: - Debbie got wet. - Tina got wet.[OUT]Tina got wet.[SEP]The judge was fond of the contestant so OPTIONS: - The judge voted favorably. - the contestant voted favorably.[OUT]The judge voted favorably.[SEP]Lemuel painted Jim a piece of art since OPTIONS: - Lemuel requested it. - Jim requested it.[OUT]Jim requested it.[SEP]Kate Middleton is viewed as a newer generation Princess Diana because OPTIONS: - Kate Middleton is also being compared as a fashion symbol. - Princess Diana is also being compared as a fashion symbol.[OUT]Kate Middleton is also being compared as a fashion symbol.[SEP]Rammstein performed their latest hit single to the masses of Germany since OPTIONS: - Rammstein wanted to perform for this native country first. - the masses of Germany wanted to perform for this native country first.[OUT]Rammstein wanted to perform for this native country first.[SEP]Rammstein performed their latest hit single to the masses of Germany because OPTIONS: - Rammstein wanted to hear their newest masterpieces. - the masses of Germany wanted to hear their newest masterpieces.[OUT]the masses of Germany wanted to hear their newest masterpieces.[SEP]Some citizens of the kingdom were put in chains by the royal guard since OPTIONS: - Some citizens of the kingdom have been accused of breaking the law. - the royal guard have been accused of breaking the law.[OUT]Some citizens of the kingdom have been accused of breaking the law.[SEP]Johnny Cage had to trick Scorpion into stretching himself out too thin since OPTIONS: - Johnny Cage could not win without fighting smart. - Scorpion could not win without fighting smart.[OUT]Johnny Cage could not win without fighting smart.[SEP]Jack pays more for the things Jim gets for nothing, because OPTIONS: - Jack had it available. - Jim had it available.[OUT]Jim had it available.[SEP]Americans preferred Obama to McCain because OPTIONS: - Obama chose Sarah Palin as his running-mate. - McCain chose Sarah Palin as his running-mate.[OUT]McCain chose Sarah Palin as his running-mate.[SEP]"
240,"As Ollie carried Tommy up the long winding steps, his legs ached.","Jimbo was running from Bobbert because OPTIONS: - Jimbo wanted to get to the car first. - Bobbert wanted to get to the car first.[OUT]Jimbo wanted to get to the car first.[SEP]Spiderman defeated Magnito because OPTIONS: - Spiderman is a good guy. - Magnito is a good guy.[OUT]Spiderman is a good guy.[SEP]A biker sped past an officer and OPTIONS: - A biker turned on his siren. - an officer turned on his siren.[OUT]an officer turned on his siren.[SEP]The grandmother threw her granddaughter to her death because OPTIONS: - The grandmother would not stop screaming. - her granddaughter would not stop screaming.[OUT]her granddaughter would not stop screaming.[SEP]The boy laughed at his friend because OPTIONS: - The boy heard the joke. - his friend heard the joke.[OUT]The boy heard the joke.[SEP]Simon Cowell makes fun of Ryan Seacrest since OPTIONS: - Simon Cowell feels superior. - Ryan Seacrest feels superior.[OUT]Simon Cowell feels superior.[SEP]Dogs are friendlier than cats since OPTIONS: - Dogs enjoy the company of people. - cats enjoy the company of people.[OUT]Dogs enjoy the company of people.[SEP]The DEA raided the Mexican Cartel's warehouse because OPTIONS: - DEA had their drug business discovered. - Mexican Cartel had their drug business discovered.[OUT]Mexican Cartel had their drug business discovered.[SEP]The shipping company harvests lobster for their business, since OPTIONS: - The shipping company are considered an exquisite meal. - lobster are considered an exquisite meal.[OUT]lobster are considered an exquisite meal.[SEP]Positive SSL sells wildcard certificates to Web hosting companies because OPTIONS: - Positive SSL require encrypted sites for interaction with customers. - Web hosting companies require encrypted sites for interaction with customers.[OUT]Positive SSL require encrypted sites for interaction with customers.[SEP]"
241,"As Ollie carried Tommy up the long winding steps, his legs dangled.","The bird perched on the limb and OPTIONS: - The bird bent. - the limb bent.[OUT]the limb bent.[SEP]The academic clubs lost their members because OPTIONS: - The academic clubs did not have free time. - their members did not have free time.[OUT]their members did not have free time.[SEP]Jill was writing on a pad for Jane because OPTIONS: - Jill wanted to leave her address. - Jane wanted to leave her address.[OUT]Jill wanted to leave her address.[SEP]David hit Bill and OPTIONS: - David cried. - Bill cried.[OUT]Bill cried.[SEP]Gladiators are viewed better than Slaves because OPTIONS: - Gladiators live in a life of servitude instead of dying in glory. - Slaves live in a life of servitude instead of dying in glory.[OUT]Slaves live in a life of servitude instead of dying in glory.[SEP]Sprint is now selling the IPhone just like Verizon, because OPTIONS: - Sprint were crushing them in new customers due to this particular phone. - Verizon were crushing them in new customers due to this particular phone.[OUT]Verizon were crushing them in new customers due to this particular phone.[SEP]Western Digital may disappoint their shareholders this season since OPTIONS: - Western Digital have slowed down production in their Thailand factories due to flooding. - their shareholders have slowed down production in their Thailand factories due to flooding.[OUT]Western Digital have slowed down production in their Thailand factories due to flooding.[SEP]Harrison looked into illegal accusations against his partner, Bryan, but OPTIONS: - Harrison may of been falsely accused. - Bryan may of been falsely accused.[OUT]Bryan may of been falsely accused.[SEP]The lifeguards evacuated the swimmers from the public pool because OPTIONS: - The lifeguards were in danger of getting sick from human wastes in the water. - the swimmers were in danger of getting sick from human wastes in the water.[OUT]the swimmers were in danger of getting sick from human wastes in the water.[SEP]The zookeepers make sure to feed the chimps on a daily schedule so OPTIONS: - The zookeepers can remain healthy and content. - the chimps can remain healthy and content.[OUT]the chimps can remain healthy and content.[SEP]"
242,The father carried the sleeping boy in his arms,"Mary cleaned Susan's room and OPTIONS: - Mary was thankful. - Susan was thankful.[OUT]Susan was thankful.[SEP]The ball hit the window and Bill repaired OPTIONS: - The ball . - the window .[OUT]the window .[SEP]John flicked Bill because OPTIONS: - John saw a fly on his shirt. - Bill saw a fly on his shirt.[OUT]John saw a fly on his shirt.[SEP]The Emancipation Proclamation made slavery illegal, but OPTIONS: - The Emancipation Proclamation was still practiced. - slavery was still practiced.[OUT]slavery was still practiced.[SEP]Brock understood the material better than Tracy because OPTIONS: - Brock was paying attention. - Tracy was paying attention.[OUT]Brock was paying attention.[SEP]Lucas is younger than Claus because OPTIONS: - Lucas was born last. - Claus was born last.[OUT]Lucas was born last.[SEP]Chuck Norris can beat any man in a fight, unless OPTIONS: - Chuck Norris is invincible. - any man is invincible.[OUT]any man is invincible.[SEP]Apple customer support is constantly voted better than Microsoft support, because OPTIONS: - Apple customer support provide a much better plan for a subscription price. - Microsoft support provide a much better plan for a subscription price.[OUT]Apple customer support provide a much better plan for a subscription price.[SEP]Verizon Fios provides hundreds of channels to millions of viewers, because OPTIONS: - Verizon Fios want them to have a plethora of options to choose from. - millions of viewers want them to have a plethora of options to choose from.[OUT]Verizon Fios want them to have a plethora of options to choose from.[SEP]The farmer proudly revealed his favorite chicken, because OPTIONS: - The farmer won the prize money. - his favorite chicken won the prize money.[OUT]The farmer won the prize money.[SEP]"
243,The father carried the sleeping boy in his bassinet.,"The Batman does not kill Joker because OPTIONS: - The Batman is always thrown in jail instead. - Joker is always thrown in jail instead.[OUT]Joker is always thrown in jail instead.[SEP]Four wheel drive cars are used for rally racing instead of rear wheel cars because OPTIONS: - Four wheel drive cars are better for off-road racing. - rear wheel cars are better for off-road racing.[OUT]Four wheel drive cars are better for off-road racing.[SEP]Alex Rodriguez is paid much higher than Brandon Hughs because OPTIONS: - Alex Rodriguez is a less sought after player. - Brandon Hughs is a less sought after player.[OUT]Brandon Hughs is a less sought after player.[SEP]Peter Griffin often pokes fun at Chris, because OPTIONS: - Peter Griffin enjoys doing it. - Chris enjoys doing it.[OUT]Peter Griffin enjoys doing it.[SEP]The wolves attacked the travelers in the forest, but OPTIONS: - The wolves managed to escape unscathed. - the travelers managed to escape unscathed.[OUT]the travelers managed to escape unscathed.[SEP]Dance Instructor Kate offers advice to Shelly because OPTIONS: - Dance Instructor Kate is eager to soak up as much experience as possible. - Shelly is eager to soak up as much experience as possible.[OUT]Shelly is eager to soak up as much experience as possible.[SEP]The starships transported the colonists to their new planet since OPTIONS: - The starships will be creating a new settlement. - the colonists will be creating a new settlement.[OUT]the colonists will be creating a new settlement.[SEP]Customer Support fields the questions of their customers so OPTIONS: - Customer Support could receive immediate assistance. - their customers could receive immediate assistance.[OUT]their customers could receive immediate assistance.[SEP]The waitress noticed that Rebecca's glass was empty, so OPTIONS: - The waitress filled it. - Rebecca filled it.[OUT]The waitress filled it.[SEP]Sue visited Nadia for dinner because OPTIONS: - Sue was free. - Nadia was free.[OUT]Sue was free.[SEP]"
244,The woman held the girl against her chest,"Katie accused Jane but OPTIONS: - Katie felt badly about it. - Jane felt badly about it.[OUT]Katie felt badly about it.[SEP]Jill was writing on a pad for Jane because OPTIONS: - Jill wanted to leave her address. - Jane wanted to leave her address.[OUT]Jill wanted to leave her address.[SEP]The children played games because OPTIONS: - The children were bored. - games were bored.[OUT]The children were bored.[SEP]God created Adam for good but OPTIONS: - God could not control his creation. - Adam could not control his creation.[OUT]God could not control his creation.[SEP]Wall Street was bailed out by the government because OPTIONS: - Wall Street wanted to prevent an economic collapse. - the government wanted to prevent an economic collapse.[OUT]the government wanted to prevent an economic collapse.[SEP]Field Reporter Chris Johnson interviewed Corporal Mason because OPTIONS: - Field Reporter Chris Johnson can provide information from fighting on the front line. - Corporal Mason can provide information from fighting on the front line.[OUT]Corporal Mason can provide information from fighting on the front line.[SEP]Apple indicated that the Siri program would not be available for previous IPhones, but OPTIONS: - Apple were proven wrong when hackers were successful. - previous IPhones were proven wrong when hackers were successful.[OUT]Apple were proven wrong when hackers were successful.[SEP]Microsoft Azure provides cloud servers for consumers because OPTIONS: - Microsoft Azure are providing the infrastructure for a future in cloud computing. - consumers are providing the infrastructure for a future in cloud computing.[OUT]Microsoft Azure are providing the infrastructure for a future in cloud computing.[SEP]The civilians had to flee the encampment from the thugs since OPTIONS: - The civilians were terrorizing and attacking everyone  - the thugs were terrorizing and attacking everyone [OUT]the thugs were terrorizing and attacking everyone [SEP]We gave the toys to the toddlers, because OPTIONS: - the toys were unopened. - the toddlers were unopened.[OUT]the toys were unopened.[SEP]"
245,The woman held the girl against her will.,"The cat looked at the big dog, and OPTIONS: - The cat barked menacingly. - the big dog barked menacingly.[OUT]the big dog barked menacingly.[SEP]Johnson wanted to make friendship with David, because OPTIONS: - Johnson is well connected. - David is well connected.[OUT]David is well connected.[SEP]The manager fired the intern because OPTIONS: - The manager was upset. - the intern was upset.[OUT]The manager was upset.[SEP]The boulder dropped into the river, but OPTIONS: - The boulder continued to roll. - the river continued to roll.[OUT]The boulder continued to roll.[SEP]New York is very crowded compared to South Dakota, but OPTIONS: - New York are also much smaller in square miles. - South Dakota are also much smaller in square miles.[OUT]New York are also much smaller in square miles.[SEP]The employees of Six Flags denied the customers access to the ride since OPTIONS: - The employees of Six Flags deemed the ride unsafe. - the customers deemed the ride unsafe.[OUT]The employees of Six Flags deemed the ride unsafe.[SEP]Lucy gave a tutorial on how to install IOS 5 to Cindy because OPTIONS: - Lucy is not very technologically savvy. - Cindy is not very technologically savvy.[OUT]Cindy is not very technologically savvy.[SEP]The Mavericks are able to sell much merchandise to fans this season since OPTIONS: - The Mavericks are idolized due to their last NBA championship win. - fans are idolized due to their last NBA championship win.[OUT]The Mavericks are idolized due to their last NBA championship win.[SEP]Heath Ledger was considered the greatest Joker of all time by Ebert, but OPTIONS: - Heath Ledger cannot make that decision for all critics. - Ebert cannot make that decision for all critics.[OUT]Ebert cannot make that decision for all critics.[SEP]"
246,"Pam's parents came home and found her having sex with her boyfriend, Paul. They were furious about it.","Sam helped Davey fortify their bunker because OPTIONS: - Sam wanted to be a good friend. - Davey wanted to be a good friend.[OUT]Sam wanted to be a good friend.[SEP]Our professor told the TA that OPTIONS: - Our professor needed his help. - the TA needed his help.[OUT]Our professor needed his help.[SEP]John wanted to vote for Doe, but OPTIONS: - John could not make up his mind. - Doe could not make up his mind.[OUT]John could not make up his mind.[SEP]The veterans defeated the newcomers because OPTIONS: - The veterans were less experienced. - the newcomers were less experienced.[OUT]the newcomers were less experienced.[SEP]The salesman sold a hot tub to the customer because OPTIONS: - The salesman was trying to sell his products. - the customer was trying to sell his products.[OUT]The salesman was trying to sell his products.[SEP]Scrooge was moved by the appearance of Timmy since OPTIONS: - Scrooge has an effect on people due to him being crippled and loving. - Timmy has an effect on people due to him being crippled and loving.[OUT]Timmy has an effect on people due to him being crippled and loving.[SEP]Peter Griffin often pokes fun at Chris, so OPTIONS: - Peter Griffin always ends up being angry. - Chris always ends up being angry.[OUT]Chris always ends up being angry.[SEP]A series of injections are used to battle a type of cancer in patients, but OPTIONS: - A series of injections do not always provide a hundred percent success rate. - patients do not always provide a hundred percent success rate.[OUT]A series of injections do not always provide a hundred percent success rate.[SEP]Skype has entered a partnership with Facebook, and OPTIONS: - Skype hope that this can help to promote their video calling. - Facebook hope that this can help to promote their video calling.[OUT]Skype hope that this can help to promote their video calling.[SEP]Tiger Woods dropped Randy as his caddy because OPTIONS: - Tiger Woods was not satisfied with his work. - Randy was not satisfied with his work.[OUT]Tiger Woods was not satisfied with his work.[SEP]"
