left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered",them,when the wind stopped.,"His eyes,His hands",1,"How does the sentence end?

The storm delayed the flight as

OPTIONS: 
- The storm
- the flight
Output: The storm was very dangerous.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end ?

Fred covered his eyes with his hands, because the wind was blowing sand around. He lowered

OPTIONS: 
- His eyes when the wind stopped.
- His hands when the wind stopped.
Thought: Use similar thought as before.
Output: ",his hands when the wind stopped,his hands when the wind stopped,True,5
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was too hard to pronounce.,"Terpsichore,Tina",0,"How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Output: Debbie got in trouble.

How does the sentence end?

The judges monitor the performance of the competitors to measure their abilities, but

OPTIONS: 
- The judges
- the competitors
Output: The judges do not decide if 

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Output: Tina got wet.

How does the sentence end ?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

OPTIONS: 
- Terpsichore was too hard to pronounce.
- Tina was too hard to pronounce.
Thought: Use similar thought as before.
Output: ",terpsichore was too hard to pronounce,terpsichore was too hard to pronounce,True,5
"The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured",it,was easier to pronounce.,"Terpsichore,Tina",1,"How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The judges monitor the performance of the competitors to measure their abilities, but

OPTIONS: 
- The judges
- the competitors
Output: The judges do not decide if 

How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Output: Debbie got in trouble.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Output: Tina got wet.

How does the sentence end ?

The actress used to be named Terpsichore, but she changed it to Tina a  few years ago, because she figured

OPTIONS: 
- Terpsichore was easier to pronounce.
- Tina was easier to pronounce.
Thought: Use similar thought as before.
Output: ",tina was easier to pronounce,tina was easier to pronounce,True,5
Fred watched TV while George went out to buy groceries. After an hour,he,got up.,"Fred,George",0,"How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end?

Walmart is enforcing strict guidelines for customers this Black Friday, but

OPTIONS: 
- Walmart
- customers
Output: customers may not always follow them even if 

How does the sentence end?

Verizon Fios provides hundreds of channels to millions of viewers, because

OPTIONS: 
- Verizon Fios
- millions of viewers
Output: Verizon Fios want them to have a plethora of options to choose from.

How does the sentence end?

Verizon Fios provides hundreds of channels to millions of viewers, but

OPTIONS: 
- Verizon Fios
- millions of viewers
Output: millions of viewers sometimes want even more than what is available.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

Fred watched TV while George went out to buy groceries. After an hour

OPTIONS: 
- Fred got up.
- George got up.
Thought: Use similar thought as before.
Output: ",fred got up,fred got up,True,5
Fred watched TV while George went out to buy groceries. After an hour,he,got back.,"Fred,George",1,"How does the sentence end?

Walmart is enforcing strict guidelines for customers this Black Friday, but

OPTIONS: 
- Walmart
- customers
Output: customers may not always follow them even if 

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Verizon Fios provides hundreds of channels to millions of viewers, because

OPTIONS: 
- Verizon Fios
- millions of viewers
Output: Verizon Fios want them to have a plethora of options to choose from.

How does the sentence end?

KFC sells better than Popeyes since

OPTIONS: 
- KFC
- Popeyes
Output: KFC have better chicken.

How does the sentence end ?

Fred watched TV while George went out to buy groceries. After an hour

OPTIONS: 
- Fred got back.
- George got back.
Thought: Use similar thought as before.
Output: ",george got back,george got back,True,5
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,on.,"The dishwasher,The TV",0,"How does the sentence end?

The judges monitor the performances of the competitors to measure their abilities, so

OPTIONS: 
- The judges
- the competitors
Output: the competitors need to be able to impress them with their skills.

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end?

Consultants are hired by companies to perform specialized tasks because

OPTIONS: 
- Consultants
- companies
Output: Consultants are easier to hire than trying to perform a task oneself.

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: the refrigerator was not plugged in.

How does the sentence end?

John bored Bill because

OPTIONS: 
- John
- Bill
Output: Bill was easily bored.

How does the sentence end ?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

OPTIONS: 
- The dishwasher on.
- The TV on.
Thought: Use similar thought as before.
Output: ",the dishwasher on,the dishwasher on,True,5
"Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned",it,off.,"The dishwasher,The TV",1,"How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: the refrigerator was not plugged in.

How does the sentence end?

Consultants are hired by companies to perform specialized tasks because

OPTIONS: 
- Consultants
- companies
Output: Consultants are easier to hire than trying to perform a task oneself.

How does the sentence end?

Mike cut his finger while watching Chef Michaels on TV because

OPTIONS: 
- Mike
- Chef Michaels
Output: Mike was not paying attention to his task at hand.

How does the sentence end?

The judges monitor the performances of the competitors to measure their abilities, so

OPTIONS: 
- The judges
- the competitors
Output: the competitors need to be able to impress them with their skills.

How does the sentence end?

Mike cut his finger while watching Chef Michaels on TV, but

OPTIONS: 
- Mike
- Chef Michaels
Output: Chef Michaels can sometimes be a distraction from fellow cooks watching him on TV.

How does the sentence end ?

Fred was supposed to run the dishwasher, but he put it off,  because he wanted to watch TV. But the show turned out to be boring, so he changed his mind and turned

OPTIONS: 
- The dishwasher off.
- The TV off.
Thought: Use similar thought as before.
Output: ",the dishwasher off,the tv off,False,5
Fred is the only man still alive who remembers my great-grandfather.,He,is a remarkable man.,"Fred,My great-grandfather",0,"How does the sentence end?

Herald Simmons has tremendous skill in rousing up the audience for Knight Keller because

OPTIONS: 
- Herald Simmons
- Knight Keller
Output: Herald Simmons has such excellent speaking qualities.

How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so

OPTIONS: 
- Shigeru Miyamoto
- Satoshi Tajiri
Output: Shigeru Miyamoto taught many things.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Herald Simmons has tremendous skill in rousing up the audience for Knight Keller, so

OPTIONS: 
- Herald Simmons
- Knight Keller
Output: Knight Keller recruited him solely to get the audience riled up for him.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred is a remarkable man.
- My great-grandfather is a remarkable man.
Thought: Use similar thought as before.
Output: ",fred is a remarkable man,fred is a remarkable man,True,5
Fred is the only man still alive who remembers my great-grandfather.,He,was a remarkable man.,"Fred,My great-grandfather",1,"How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so

OPTIONS: 
- Shigeru Miyamoto
- Satoshi Tajiri
Output: Shigeru Miyamoto taught many things.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Output: Bill was memorable.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

Fred is the only man still alive who remembers my great-grandfather.

OPTIONS: 
- Fred was a remarkable man.
- My great-grandfather was a remarkable man.
Thought: Use similar thought as before.
Output: ",fred was a remarkable man,my greatgrandfather was a remarkable man,False,5
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve years old.,"Fred,My father",0,"How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Output: The man was curious.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Output: Bill was memorable.

How does the sentence end?

The father convinced his son that it is possible for him to one day become a knight, but

OPTIONS: 
- The father
- his son
Output: his son may never achieve such status coming from a peasant family.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve years old.
- My father was twelve years old.
Thought: Use similar thought as before.
Output: ",fred was twelve years old,fred was twelve years old,True,5
"Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,",he,was twelve months old.,"Fred,My father",1,"How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence, but

OPTIONS: 
- The NSA
- their agents
Output: their agents were not able to gather the intelligence for them.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Output: Bill was memorable.

How does the sentence end?

The bespeckled old man slowly waved at the passing trolley passenger because

OPTIONS: 
- The bespeckled old man
- the passing trolley passenger
Output: The bespeckled old man waves at everybody.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Output: The man was curious.

How does the sentence end ?

Fred is the only man alive who still remembers my father as an infant. When Fred first saw my father,

OPTIONS: 
- Fred was twelve months old.
- My father was twelve months old.
Thought: Use similar thought as before.
Output: ",my father was twelve months old,my father was twelve months old,True,5
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were defeated within weeks.,"Kamchatka,Yakutsk",0,"How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Output: The veterans were more experienced.

How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Output: the newcomers were less experienced.

How does the sentence end?

Soldiers of the armed forces were slowly being phased out by genetically engineered soldiers because

OPTIONS: 
- Soldiers of the armed forces
- genetically engineered soldiers
Output: genetically engineered soldiers were created solely for the purpose of excelled warfare.

How does the sentence end?

Soldiers of the armed forces were slowly being phased out by genetically engineered soldiers since

OPTIONS: 
- Soldiers of the armed forces
- genetically engineered soldiers
Output: Soldiers of the armed forces were physically inferior to their new counterparts.

How does the sentence end?

The separatists launched a surprise attack against the empire so

OPTIONS: 
- The separatists
- the empire
Output: the empire could be caught off guard.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were defeated within weeks.
- Yakutsk were defeated within weeks.
Thought: Use similar thought as before.
Output: ",kamchatka were defeated within weeks,kamchatka were defeated within weeks,True,5
"In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,",they,were victorious within weeks.,"Kamchatka,Yakutsk",1,"How does the sentence end?

The military prepared to go to battle with an Amish colony because

OPTIONS: 
- The military
- an Amish colony
Output: The military felt threatened.

How does the sentence end?

The separatists launched a surprise attack against the empire so

OPTIONS: 
- The separatists
- the empire
Output: the empire could be caught off guard.

How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Output: the newcomers were less experienced.

How does the sentence end?

The Magnificent Five will battle it out with Shen Yu's forces because

OPTIONS: 
- The Magnificent Five
- Shen Yus forces
Output: The Magnificent Five will need to end his rein of terror.

How does the sentence end?

The invaders showed no mercy to the defenders because

OPTIONS: 
- The invaders
- the defenders
Output: The invaders are a vicious and unforgiving people.

How does the sentence end ?

In July, Kamchatka declared war on Yakutsk. Since Yakutsk's army was much  better equipped and ten times larger,

OPTIONS: 
- Kamchatka were victorious within weeks.
- Yakutsk were victorious within weeks.
Thought: Use similar thought as before.
Output: ",yakutsk were victorious within weeks,yakutsk were victorious within weeks,True,5
Look! There is a minnow swimming right below that duck!,It,had better get away to safety fast!,"The minnow,The duck",0,"How does the sentence end?

The mouse ran from the cat all the way to the kitchen because

OPTIONS: 
- The mouse
- the cat
Output: The mouse was scared.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

Animal Control takes control of lost animals in the city because

OPTIONS: 
- Animal Control
- lost animals
Output: Animal Control are hired by the city to perform these duties.

How does the sentence end?

Amazon offers a generous credit program for college books because

OPTIONS: 
- Amazon
- college books
Output: Amazon want students to come back and use their credit for more purchases.

How does the sentence end ?

Look! There is a minnow swimming right below that duck!

OPTIONS: 
- The minnow had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the minnow had better get away to safety fast,the minnow had better get away to safety fast,True,5
Look! There is a shark swimming right below that duck!,It,had better get away to safety fast!,"The shark,The duck",1,"How does the sentence end?

The mouse ran from the cat all the way to the kitchen because

OPTIONS: 
- The mouse
- the cat
Output: The mouse was scared.

How does the sentence end?

Gun instructors provide the best tips and practices to keep their students safe from firearm usage, but

OPTIONS: 
- Gun instructors
- their students
Output: their students need to make sure 

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end?

Sharks are constantly eating fishes because

OPTIONS: 
- Sharks
- fishes
Output: Sharks are higher on the food chain.

How does the sentence end?

Animal Control takes control of lost animals in the city because

OPTIONS: 
- Animal Control
- lost animals
Output: Animal Control are hired by the city to perform these duties.

How does the sentence end ?

Look! There is a shark swimming right below that duck!

OPTIONS: 
- The shark had better get away to safety fast!
- The duck had better get away to safety fast!
Thought: Use similar thought as before.
Output: ",the duck had better get away to safety fast,the duck had better get away to safety fast,True,5
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for evidence on the river banks.,"Archaeologists,Prehistoric humans",0,"How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

Hunters excel in tracking animals because

OPTIONS: 
- Hunters
- animals
Output: animals often leave some sort of mark when traveling through the forest.

How does the sentence end?

Hunters excel in tracking animals because

OPTIONS: 
- Hunters
- animals
Output: Hunters can see the trail 

How does the sentence end?

The security patrol searched the land for survivors because

OPTIONS: 
- The security patrol
- survivors
Output: survivors might still be alive.

How does the sentence end?

The collections agency often goes after delinquent accounts since

OPTIONS: 
- The collections agency
- delinquent accounts
Output: delinquent accounts try and get the money owed if a person did not pay for several months.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for evidence on the river banks.
- Prehistoric humans hunted for evidence on the river banks.
Thought: Use similar thought as before.
Output: ",archaeologists hunted for evidence on the river banks,archaeologists hunted for evidence on the river banks,True,5
"Archaeologists have concluded that humans lived in Laputa 20,000 years ago.",They,hunted for deer on the river banks.,"Archaeologists,Prehistoric humans",1,"How does the sentence end?

Hunters excel in tracking animals because

OPTIONS: 
- Hunters
- animals
Output: animals often leave some sort of mark when traveling through the forest.

How does the sentence end?

Hunters excel in tracking animals because

OPTIONS: 
- Hunters
- animals
Output: Hunters can see the trail 

How does the sentence end?

Lions eat zebras because

OPTIONS: 
- Lions
- zebras
Output: Lions are predators.

How does the sentence end?

Lions eat zebras because

OPTIONS: 
- Lions
- zebras
Output: zebras are meaty.

How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end ?

Archaeologists have concluded that humans lived in Laputa 20,000 years ago.

OPTIONS: 
- Archaeologists hunted for deer on the river banks.
- Prehistoric humans hunted for deer on the river banks.
Thought: Use similar thought as before.
Output: ",prehistoric humans hunted for deer on the river banks,prehistoric humans hunted for deer on the river banks,True,5
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,began two years ago.,"The scientists,The fish",0,"How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

Brock understood the material better than Tracy because

OPTIONS: 
- Brock
- Tracy
Output: Brock was paying attention.

How does the sentence end?

Brock understood the material better than Tracy because

OPTIONS: 
- Brock
- Tracy
Output: Tracy was not paying attention.

How does the sentence end?

John asked the scientist what

OPTIONS: 
- John
- the scientist
Output: the scientist was working on.

How does the sentence end?

Sharks are constantly eating fishes because

OPTIONS: 
- Sharks
- fishes
Output: fishes are the main source of food in the ocean.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists began two years ago.
- The fish began two years ago.
Thought: Use similar thought as before.
Output: ",the scientists began two years ago,the scientists began two years ago,True,5
The scientists are studying three species of fish that have recently been found living in the Indian Ocean.,They,appeared two years ago.,"The scientists,The fish",1,"How does the sentence end?

The NSA sent their agents in the field to retrieve intelligence because

OPTIONS: 
- The NSA
- their agents
Output: The NSA need people in the field to do the field work.

How does the sentence end?

Brock understood the material better than Tracy because

OPTIONS: 
- Brock
- Tracy
Output: Brock was paying attention.

How does the sentence end?

Mike helped Jack with his assignment because

OPTIONS: 
- Mike
- Jack
Output: Jack politely asked him to.

How does the sentence end?

Brock understood the material better than Tracy because

OPTIONS: 
- Brock
- Tracy
Output: Tracy was not paying attention.

How does the sentence end?

The Japanese eat a lot more seafood than the Americans because

OPTIONS: 
- The Japanese
- the Americans
Output: the Americans have a lot of people who do not live near the ocean.

How does the sentence end ?

The scientists are studying three species of fish that have recently been found living in the Indian Ocean.

OPTIONS: 
- The scientists appeared two years ago.
- The fish appeared two years ago.
Thought: Use similar thought as before.
Output: ",the fish appeared two years ago,the fish appeared two years ago,True,5
The journalists interviewed the stars of the new movie.,They,"were very persistent, so the interview lasted for a long time.","The journalists,The stars",0,"How does the sentence end?

Field Reporter Chris Johnson interviewed Corporal Mason since

OPTIONS: 
- Field Reporter Chris Johnson
- Corporal Mason
Output: Field Reporter Chris Johnson needs to get the story for the media.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Output: The man was curious.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Field Reporter Chris Johnson interviewed Corporal Mason because

OPTIONS: 
- Field Reporter Chris Johnson
- Corporal Mason
Output: Corporal Mason can provide information from fighting on the front line.

How does the sentence end?

George talked to Bill because

OPTIONS: 
- George
- Bill
Output: George was nervous.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very persistent, so the interview lasted for a long time.
- The stars were very persistent, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the journalists were very persistent so the interview lasted for a long time,the journalists were very persistent so the interview lasted for a long time,True,5
The journalists interviewed the stars of the new movie.,They,"were very cooperative, so the interview lasted for a long time.","The journalists,The stars",1,"How does the sentence end?

Field Reporter Chris Johnson interviewed Corporal Mason since

OPTIONS: 
- Field Reporter Chris Johnson
- Corporal Mason
Output: Field Reporter Chris Johnson needs to get the story for the media.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

Sarah went to Kelly's house because

OPTIONS: 
- Sarah
- Kelly
Output: Kelly was home.

How does the sentence end?

Sarah went to Kelly's house because

OPTIONS: 
- Sarah
- Kelly
Output: Sarah was leaving from work.

How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: the resolution was well-written.

How does the sentence end ?

The journalists interviewed the stars of the new movie.

OPTIONS: 
- The journalists were very cooperative, so the interview lasted for a long time.
- The stars were very cooperative, so the interview lasted for a long time.
Thought: Use similar thought as before.
Output: ",the stars were very cooperative so the interview lasted for a long time,the stars were very cooperative so the interview lasted for a long time,True,5
The police arrested all of the gang members.,They,were trying to stop the drug trade in the neighborhood.,"The police,The gang members",0,"How does the sentence end?

The police arrested the criminals since

OPTIONS: 
- The police
- the criminals
Output: the criminals break the law.

How does the sentence end?

The police arrested the criminals since

OPTIONS: 
- The police
- the criminals
Output: The police enforce the law.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Output: The police were preventing trouble.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Output: the rioters were causing trouble.

How does the sentence end?

The police captured the criminals because

OPTIONS: 
- The police
- the criminals
Output: The police were more prepared.

How does the sentence end ?

The police arrested all of the gang members.

OPTIONS: 
- The police were trying to stop the drug trade in the neighborhood.
- The gang members were trying to stop the drug trade in the neighborhood.
Thought: Use similar thought as before.
Output: ",the police were trying to stop the drug trade in the neighborhood,the police were trying to stop the drug trade in the neighborhood,True,5
The police arrested all of the gang members.,They,were trying to run the drug trade in the neighborhood.,"The police,The gang members",1,"How does the sentence end?

The police arrested the criminals since

OPTIONS: 
- The police
- the criminals
Output: the criminals break the law.

How does the sentence end?

The police arrested the criminals since

OPTIONS: 
- The police
- the criminals
Output: The police enforce the law.

How does the sentence end?

The police captured the criminals because

OPTIONS: 
- The police
- the criminals
Output: The police were more prepared.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Output: the rioters were causing trouble.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Output: The police were preventing trouble.

How does the sentence end ?

The police arrested all of the gang members.

OPTIONS: 
- The police were trying to run the drug trade in the neighborhood.
- The gang members were trying to run the drug trade in the neighborhood.
Thought: Use similar thought as before.
Output: ",the gang members were trying to run the drug trade in the neighborhood,the gang members were trying to run the drug trade in the neighborhood,True,5
I put the cake away in the refrigerator.,It,has a lot of butter in it.,"The cake,The refrigerator",0,"How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Output: The boy had an extra.

How does the sentence end?

Cheesecake is better than fruitcake because

OPTIONS: 
- Cheesecake
- fruitcake
Output: Cheesecake tastes better.

How does the sentence end?

The chef made breakfast for the captain because

OPTIONS: 
- The chef
- the captain
Output: The chef was required to.

How does the sentence end ?

I put the cake away in the refrigerator.

OPTIONS: 
- The cake has a lot of butter in it.
- The refrigerator has a lot of butter in it.
Thought: Use similar thought as before.
Output: ",the cake has a lot of butter in it,the cake has a lot of butter in it,True,5
I put the cake away in the refrigerator.,It,has a lot of leftovers in it.,"The cake,The refrigerator",1,"How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: The food was past the expiration date.

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Output: the refrigerator was not plugged in.

How does the sentence end?

Cheesecake is better than fruitcake because

OPTIONS: 
- Cheesecake
- fruitcake
Output: Cheesecake tastes better.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end?

The boy gave his friend a cookie because

OPTIONS: 
- The boy
- his friend
Output: The boy had an extra.

How does the sentence end ?

I put the cake away in the refrigerator.

OPTIONS: 
- The cake has a lot of leftovers in it.
- The refrigerator has a lot of leftovers in it.
Thought: Use similar thought as before.
Output: ",the refrigerator has a lot of leftovers in it,the refrigerator has a lot of leftovers in it,True,5
Sam broke both his ankles and he's walking with crutches. But a month or so from now,they,should be better.,"The ankles,The crutches",0,"How does the sentence end?

Lorenze took his son to the hospital because

OPTIONS: 
- Lorenze
- his son
Output: his son fell off his bike and hurt his leg.

How does the sentence end?

The counselor gave the student advice because

OPTIONS: 
- The counselor
- the student
Output: The counselor feels obligated to help him.

How does the sentence end?

Lorenze took his son to the hospital since

OPTIONS: 
- Lorenze
- his son
Output: Lorenze was concerned for his health.

How does the sentence end?

Medics have a tough job of trying to heal the wounded since

OPTIONS: 
- Medics
- the wounded
Output: Medics normally have to fix them in hostile environments.

How does the sentence end?

Boyfriends always try to go out of their way to treat their girlfriends with respect, but

OPTIONS: 
- Boyfriends
- their girlfriends
Output: Boyfriends want to be treated with respect as well.

How does the sentence end ?

Sam broke both his ankles and he's walking with crutches. But a month or so from now

OPTIONS: 
- The ankles should be better.
- The crutches should be better.
Thought: Use similar thought as before.
Output: ",the ankles should be better,the ankles should be better,True,5
